s,E,N,kappa_c,nx,ny
1590.425460167389,545950.6475966241,2819269.077381031,0.0046992238261634135,-0.08946820032007044,0.9959896792294023
1596.616507111631,545956.7874972622,2819269.871536192,0.008990525364646361,-0.2231254884144703,0.9747897293364369
1603.7298418417602,545963.7395532699,2819271.3776730546,-0.006748688522993781,-0.00957749160156876,0.9999541347755015
1609.7262049083627,545969.7142739012,2819270.868670692,0.007885403105008673,-0.057305005390781476,0.9983567179907002
1614.6907510606882,545974.5264492376,2819272.0891980496,0.003634462481548158,-0.3092151880292195,0.9509920964403723
1619.056462761837,545978.727673047,2819273.276277306,0.0017942470912972238,-0.24176009436854753,0.9703360535252263
1627.1588357358598,545986.7477660716,2819274.4280392984,0.005490263677401408,0.019646609763240376,0.9998069867353452
1632.5732706880613,545992.159355027,2819274.2525091614,0.002822150432415337,-0.09287799741369061,0.9956774967811729
1638.5724955087894,545998.020524859,2819275.5321132606,0.0007644531291227002,-0.16642869179046288,0.9860534927421103
1644.9233703207226,546004.3564636852,2819275.967417829,0.002359020711469296,-0.10089782399843845,0.9948967931963496
1649.9678804126122,546009.3650091524,2819276.568711742,-0.0006704835072761672,-0.026568559654248355,0.9996469935121591
1656.2155032683954,546015.6122109682,2819276.4961802186,-0.0021952167809738353,-0.1663860470879776,0.9860606894783086
1662.1026361737242,546021.2299396349,2819278.2567081144,-0.004849715504604631,-0.2039126639507085,0.9789890834327651
1667.0686297022241,546026.1856723245,2819278.57577744,0.0033554966201767163,-0.06353757833158134,0.9979794467521654
1674.55820695281,546033.5445889037,2819279.968657253,-0.004280807149772042,-0.22275139814009412,0.9748752815753579
1680.0889949293867,546038.9898774286,2819280.93739278,-0.004840484451109547,-0.11381384812145716,0.9935020925875224
1686.3267906131155,546045.2133130571,2819281.360410475,-0.0031828607152170753,-0.06032551989433178,0.9981787573623666
1695.723840795751,546054.5645946304,2819282.2867392893,0.004174974604118798,-0.12828967656745552,0.9917367386994482
1701.6160483052843,546060.4179024892,2819282.9626804446,-0.010676288266013838,-0.07408628445618011,0.9972518350223668
1705.8834956251803,546064.6772616513,2819283.2252945276,0.0018565602646823012,-0.08552775982981,0.9963357879241789
1711.4379992072318,546070.1836545623,2819283.954778696,-0.011388755596678892,-0.14429216328175012,0.9895351290456913
1716.699356740495,546075.4173063178,2819284.4940118506,0.008502874120759054,-0.037025251199882134,0.9993143303153346
1720.9035981368504,546079.6202424075,2819284.5987684475,-0.007643945625966781,-0.07185952826635995,0.9974147623718712
1725.6903487985296,546084.3720287458,2819285.176270389,0.008040069163283179,-0.09800104061316633,0.9951863122243677
1728.994867881249,546087.6724852277,2819285.340079361,-0.02372912004084951,-0.01775626103727126,0.9998423451694652
1735.5876041729093,546094.2636687944,2819285.1970024547,0.014395085855889424,0.07034314865467323,0.9975228525890254
1741.6461306422239,546100.3022335834,2819284.7055980708,-0.0022841939684871545,0.0495215289204863,0.9987730563913794
1746.407505957683,546105.0633393688,2819284.756259645,-0.010398699307417304,-0.07225992243351995,0.9973858348753013
1752.5284094002589,546111.1769185762,2819285.0556059787,-0.016535780648982503,0.08150389826668539,0.9966730228953393
1758.2632801485506,546116.8310136024,2819284.0964647303,-0.0253748292773701,0.11857945475306883,0.9929445668870266
1763.55167060037,546122.0828545139,2819283.475787188,-0.02676672396461582,0.2843563138330568,0.9587186692577109
1766.7261827938662,546125.011166913,2819282.2500163447,-0.03363184182290658,0.39607233731780317,0.9182193112822299
1771.4174542425446,546129.3782596475,2819280.5363860307,-0.02726748870829522,0.4195673371583755,0.9077242145001035
1776.8266941433906,546134.3114487048,2819278.3174849446,-0.03193273840398742,0.24387377380067946,0.9698069820599432
1783.4817772092038,546140.4714133131,2819275.7985632233,-0.027035631497405094,0.9604149269558342,0.27857345185860705
1783.8384592321588,546140.5603097663,2819275.4531366955,-0.022852501427720235,0.964863930596008,0.2627500626732981
1790.8474587653586,546146.3654173515,2819271.525440121,-0.011362921770996869,0.43183553737634217,0.9019523649610803
1797.061786289482,546151.3293930402,2819267.7868826534,-0.005911733067503901,0.6981808377040205,0.7159214467124952
1804.095617483664,546156.4095258343,2819262.922005259,-0.011840021353401387,0.6479430093562791,0.7616888187615259
1811.0730893168998,546161.6912665829,2819258.3625833825,0.00396387324074277,0.7423171212205938,0.6700487232603091
1815.8941427987563,546164.6348105489,2819254.5444548363,-0.008808342147365202,0.7850290464322812,0.6194589544575357
1824.5306407576377,546170.3359715752,2819248.0570932813,0.0032439371170610585,0.7970909444083957,0.6038592769363834
1831.3498215674617,546173.9829529795,2819242.2950837747,-0.004800064649936425,0.8510149721673634,0.5251414258530569
1839.3113121151407,546178.381908879,2819235.6592327566,-0.002847591991759775,0.8366696322869898,0.547707884194443
1844.3062812706253,546181.037577036,2819231.42873119,-0.032127349064311056,0.8524361847911748,0.5228312833588539
1849.0201744521767,546183.4080184945,2819227.3542010062,0.012902430168211253,0.8860948197753121,0.4635040133238947
1855.539888548945,546186.1830418714,2819221.4545470197,-0.0076580960271090725,0.9016304990735887,0.4325071596405215
1861.9557170257053,546189.3310195314,2819215.864100553,-0.0004608287824223238,0.8324633323874906,0.5540801388159607
1867.7918130856006,546192.4782973229,2819210.949361524,0.011395017338991224,0.8972476935432674,0.44152754889280327
1874.2000803414785,546194.8418858891,2819204.992908023,-0.032814322267037836,0.9025542101732499,0.4305762391244331
1882.2543854263704,546199.1318206228,2819198.176142633,0.011680212701439116,0.8652707248685382,0.5013048699997581
1888.7890834994976,546201.9345393776,2819192.273003935,0.006229108720711444,0.9075371814848919,0.4199717421713731
1895.556605982356,546204.9787919862,2819186.2288425695,0.019135537276041486,0.892145274913788,0.45174861200561706
1902.5333627813807,546208.255555235,2819180.0694628893,0.00350161254535992,0.8476727767828869,0.5305194280148371
